country_code,_region,road_class_norm,sss_band,sss,n_segments,speed_limit,speed_85th,pct_over_limit,nilsson_fatal_ratio,est_lives_saved,lives_saved_lower,lives_saved_upper,recommended_limit,limit_change_needed,credibility_class,change_effort,land_use,corridor_label,area_km2,priority_rank,corridor_id
TH,19,trunk,Moderate,53.246215909180556,10,88.0,98.515833333,0.39252447665861645,8.684481558641973,6.7061,3.3529999999999998,13.4123,60.0,28.0,Credible,Major (>20 km/h),urban,TH | 19 | trunk,487.65,1,1
TH,30,trunk,Moderate,55.13060194287627,21,88.57142857142857,100.5271464642857,0.41044459819086915,10.114166743827163,5.2783999999999995,2.6394,10.557300000000001,60.0,28.571428571428573,Low Credibility,Major (>20 km/h),urban,TH | 30 | trunk,2032.66,2,2
TH,10,secondary,Moderate,51.436137344370614,255,80.01960784313725,56.60672657933333,0.022697479547732838,10.03875856,4.3903,2.1955,8.7804,45.72549019607843,34.294117647058826,Under-Speed,Major (>20 km/h),urban,TH | 10 | secondary,1392.12,3,3
TH,12,primary,Moderate,54.186101452680724,9,85.55555555555556,93.7768518511111,0.350652070604051,18.008140960000002,3.6022,1.8010000000000002,7.2041,50.0,35.55555555555556,Credible,Major (>20 km/h),urban,TH | 12 | primary,35.42,4,4
TH,11,secondary,Moderate,51.623701943430085,57,83.15789473684211,59.13450292385965,0.020653212623095187,11.462287360000001,2.5434,1.2716,5.0868,45.78947368421053,37.36842105263158,Under-Speed,Major (>20 km/h),urban,TH | 11 | secondary,616.34,5,5
TH,74,secondary,Moderate,51.87389672737484,24,83.33333333333333,63.3039772725,0.04516187422521253,11.462287360000001,1.8526,0.9263,3.7053000000000003,47.083333333333336,36.25,Under-Speed,Major (>20 km/h),urban,TH | 74 | secondary,300.37,6,6
TH,17,trunk,High Risk,66.2007637586966,6,86.66666666666667,113.330555555,0.7023973728890155,15.473296373456792,1.8389,0.9195,3.6776999999999997,60.0,26.666666666666668,Non-Credible,Major (>20 km/h),urban,TH | 17 | trunk,25.89,7,7
TH,14,trunk,High Risk,64.7118999112503,4,90.0,109.875,0.6434081942419925,11.503873847415122,1.6651,0.8326,3.3305,60.0,30.0,Low Credibility,Major (>20 km/h),urban,TH | 14 | trunk,0.49,8,8
TH,14,secondary,Moderate,51.39925246969464,47,85.31914893617021,63.67325227957447,0.021352347566614686,11.462287360000001,1.6553,0.8277,3.3105,47.659574468085104,37.659574468085104,Under-Speed,Major (>20 km/h),urban,TH | 14 | secondary,1348.83,9,9
TH,76,trunk,Moderate,54.76608384526506,6,90.0,100.44444444333334,0.42700882983249283,8.572605637157592,1.6528,0.8264,3.3053,60.0,30.0,Low Credibility,Major (>20 km/h),urban,TH | 76 | trunk,131.33,10,10
TH,13,secondary,Moderate,51.63212861679304,34,84.26470588235294,72.20798319294119,0.05932918231167495,13.032099999999998,1.3869,0.6936,2.7745,49.11764705882353,35.14705882352941,Credible,Major (>20 km/h),urban,TH | 13 | secondary,438.1,11,11
