country_code,_region,road_class_norm,sss_band,sss,n_segments,speed_limit,speed_85th,pct_over_limit,nilsson_fatal_ratio,est_lives_saved,lives_saved_lower,lives_saved_upper,recommended_limit,limit_change_needed,credibility_class,change_effort,land_use,corridor_label,area_km2,priority_rank,corridor_id
TH,19,trunk,High Risk,57.41341735143309,13,86.92307692307692,95.29102564076923,0.3650535174646381,7.654505926049382,7.7714,3.8857,15.5429,60.0,26.923076923076923,Credible,Major (>20 km/h),urban,TH | 19 | trunk,588.96,1,1
TH,14,trunk,Critical,72.26494456963466,6,90.0,107.56944444333334,0.5776819609992621,11.503873847415122,7.265000000000001,3.6326,14.5303,60.0,30.0,Low Credibility,Major (>20 km/h),urban,TH | 14 | trunk,4.59,2,2
TH,30,trunk,High Risk,59.7848282261945,24,85.41666666666667,97.45430871166667,0.4046513779640284,13.970982716049383,5.258900000000001,2.6296,10.5184,60.0,25.416666666666668,Credible,Major (>20 km/h),urban,TH | 30 | trunk,5099.56,3,3
TH,10,secondary,High Risk,50.863177975565755,253,80.0592885375494,56.38227382501976,0.01974778983951396,9.16636176,4.3774,2.189,8.7546,45.691699604743086,34.36758893280632,Under-Speed,Major (>20 km/h),urban,TH | 10 | secondary,1387.44,4,4
TH,11,secondary,High Risk,50.73556576376371,55,83.27272727272727,57.99393939381818,0.008222418909839008,5.922408960000001,2.5071000000000003,1.2534,5.014,45.63636363636363,37.63636363636363,Under-Speed,Major (>20 km/h),urban,TH | 11 | secondary,616.34,5,5
TH,73,trunk,High Risk,59.127805710131724,3,80.0,93.0,0.4585660050292983,6.284770447530863,2.2362,1.118,4.4722,60.0,20.0,Low Credibility,Moderate (11-20 km/h),urban,TH | 73 | trunk,0.23,6,6
TH,12,primary,High Risk,55.31512274833135,11,87.27272727272727,91.30984848454545,0.24545257469858903,14.164684959999999,2.1375,1.0686,4.2748,50.0,37.27272727272727,Credible,Major (>20 km/h),urban,TH | 12 | primary,83.43,7,7
TH,74,secondary,High Risk,50.83235250262238,23,83.47826086956522,62.05632411043479,0.028647167448257512,8.352099999999998,1.851,0.9255,3.702,46.95652173913044,36.52173913043478,Under-Speed,Major (>20 km/h),urban,TH | 74 | secondary,300.37,8,8
TH,12,primary,Critical,70.07017649561712,4,82.5,96.8020833325,0.47554514143120435,18.008140960000002,1.693,0.8465,3.3857999999999997,50.0,32.5,Low Credibility,Major (>20 km/h),urban,TH | 12 | primary,8.44,9,9
TH,14,secondary,High Risk,50.85919411275507,47,85.31914893617021,63.67325227957447,0.021352347566614686,11.462287360000001,1.6553,0.8277,3.3105,47.659574468085104,37.659574468085104,Under-Speed,Major (>20 km/h),urban,TH | 14 | secondary,1348.83,10,10
